IPC,priorityCountryRegion
C02F1/04 | B01D61/36 | B01D63/08 | B01D69/06,IN | US
C02F1/04 | B01D61/36 | B01D63/08 | B01D69/06,-
C10G67/14 | E21B43/26 | E21B7/04 | C01B3/48,US
C10G67/14 | C01B3/48 | E21B43/26,US
E21B,CN
E21B43/16 | E21B7/06 | E21B21/00 | E21B41/00 | E21B43/00 | E21B43/38 | E21B43/40,US | US | US | US
C01B3/38 | C01B3/50,DK
C01B3/38 | C01B3/50,DK
C01B3/38 | C01B3/50,DK
C01B,DK
C01B3/38 | C01B3/50,DK
C01B,DK
G01V1/28 | G01V1/34,US
G01V1/28 | G01V1/34 | G06T15/00,US
E21B28/00,-
C07C27/00,US
C10G1/02 | C10G1/00,-
C10G53/12 | C25C1/02 | C25C3/02 | C10G67/02,US
B01J20/30 | C07C7/12 | B01J20/28,EP
E21B43/26,CN
E21B47/06 | G01V9/00 | E21B47/12,US
G01N33/24 | E21B43/26 | E21B49/00,CN
G01N33/24 | E21B43/26 | E21B49/00,CN
C22C38/00 | C22C38/14 | C22C38/58 | C21D8/02,-
C22C38/00 | C22C38/14 | C22C38/58 | C21D8/02,-
C22C38/14 | C22C38/02 | C22C38/04 | C22C38/06 | C22C38/12 | C22C38/00 | C21D8/02 | C22C38/58,-
C22C38/00 | C22C38/14 | C22C38/58 | C21D8/02 | C21D8/04 | C21D9/08 | C22C38/02 | C22C38/04 | C22C38/06 | C22C38/08 | C22C38/12 | C22C38/16 | C22C38/26 | C22C38/28 | C22C38/38 | C22C38/42 | C22C38/48 | C21D8/10 | C21D9/50 | B23K35/30,-
C22C38/14 | C22C38/02 | C22C38/04 | C22C38/06 | C22C38/12,-
E21B43/26,US | US | US
C10G17/00 | C10G29/04 | C10G29/20 | C10G50/00,US | US
C10G29/20 | B01J19/00,US
E21B43/26 | F04D29/16 | F04D29/44 | F04D1/06,US | US
C10G25/00,US | US
C21B5/00 | C21B7/00,JP | JP
E21B43/26 | G06F17/50 | E21B43/30,US | US | US
C21B7/00 | C21B5/00 | C21B7/16,JP | JP
B01D53/52 | C07C7/11,-
C25B1/02 | B01J19/08 | B01J19/18 | B01D5/00,CN | CN | CN | CN | CN | CN | US
E21B43/22 | C08L67/04,JP
E21B43/22 | C08L67/04,JP
E21B43/22 | C08L67/04,JP
C09K8/42 | E21B33/13,US
C09K8/42 | E21B33/13,US
C02F1/04 | B01D61/36 | B01D63/08 | B01D69/06,US | IN
C09K8/42 | E21B33/13,US
C09K8/42 | E21B33/13,US
C02F1/04 | B01D61/36 | B01D63/08 | B01D69/06,US | IN
C09K8/42 | C09K8/467,-
C09K8/42 | C09K8/467,-
C09K8/42 | C09K8/467,-
C09K8/467 | C04B28/02 | C09K8/42,-
-,WO
C09K8/42 | C09K8/467,-
-,-
C09K8/42 | C09K8/467,-
C10L3/10 | B01D3/40 | B01D53/40 | C07C7/08 | C07C7/10 | C07C7/11 | C10G70/04 | C10G70/06,GB
C10L3/10 | B01D3/40 | B01D53/40 | C07C7/08 | C07C7/10 | C07C7/11 | C10G70/04 | C10G70/06,GB
C10L3/10 | B01D3/40 | B01D53/40 | C07C7/08 | C07C7/10 | C07C7/11 | C10G70/04 | C10G70/06,GB
E21B43/26 | E21B43/00,US
E21B43/00,US
C09K8/467 | E21B33/13 | E21B33/14,-
C01B3/38 | C01B3/50,DK
C09K8/58 | C09K8/52 | C10G1/04 | E21B43/22 | E21B43/26,US
C10G70/06 | C10G70/04 | F25J3/02,CN | CN
C10G70/06 | C10G70/04 | F25J3/02,CN | CN
C10G2/00 | C07C29/151,US
G01N23/20 | G01N33/24 | G01N23/04,US
G01N23/20 | G01N23/04 | G01N33/24,US
C10G1/02 | C04B7/30 | C10B47/02 | C10B53/06,WO | TR | TR
C10G1/02 | C04B7/30 | C10B47/02 | C10B53/06,TR | TR | WO
C10G1/02 | C10B53/06 | C10B47/02 | C04B7/30,WO | TR | TR
C10G1/02 | C10B53/06 | C10B47/02 | C04B7/30,WO | TR | TR
C01B3/34 | C10J3/57,US | US
C10G1/00 | C10G1/02,-
B01D61/36 | C02F1/44 | B01D63/02 | B01D63/06 | B01D71/32,JP
B01D53/02 | C07F3/06 | B01J20/28 | B01J20/22 | C01B32/50,US
B01J20/22 | B01D53/02 | C01B32/50 | C07F3/06 | C01B31/20,US
E21B43/24 | E21B43/16 | E21B43/26,US
F23C10/04 | B01J19/18 | F23C13/08,US
C21B7/16,JP | JP
C10G1/02 | C10G1/00,-
C21B5/00 | C21B7/16,JP | JP
E21B43/24 | E21B43/30,RU
E21B43/24,RU
C01B3/40 | C10G2/00 | C10L3/10,DK
C01B3/40 | C10L3/10 | C10G2/00 | C01B3/38,DK
G01V1/50,CN
G01V1/50,CN
G01V1/50,CN
B01D53/22 | C10L3/06,US
G01V1/50,CN
G01V1/50,CN
E21B43/267 | E21B43/26,CA
E21B43/26,CA
E21B43/26,CA
E21B43/26,CA
E21B43/26 | E21B43/267,CA
G01V9/00 | G01N15/08 | G01V1/40,US
G06F19/00,US
C12Q1/68 | C12Q1/04 | C12Q1/64,US
C21B5/00 | C21B7/00,JP | JP | JP
C21B7/00 | C21B5/00 | C21B7/16 | F27D3/18,JP | JP | JP
C21B7/00 | C21B5/00,JP | JP | JP
C21B7/00 | C21B5/00 | F27D3/18 | C21B7/16,JP | JP | JP
C21B7/00 | C21B5/00 | C21B7/16 | F27D3/18,JP | JP | JP
E21B37/00 | C09K8/516 | C09K8/536 | E21B21/00 | E21B33/138,US
E21B41/00 | E21B19/22 | E21B17/20,US
C23C16/27 | C01B32/26 | C23C16/448 | C23C16/511,US
B01J23/755 | C10L1/04 | C07C1/32 | C10G29/04,US
C10G29/04 | C10L1/04 | C07C1/32 | B01J23/755,US
C10G29/04 | B01J23/755 | C07C1/32 | C10L1/04,US
B01J23/755 | C10L1/04 | C07C1/32 | C10G29/04,US
C10G29/04 | B01J23/755 | C07C1/32 | C10L1/04,US
C10G29/04 | C10L1/04 | C07C1/32 | B01J23/755,US
E21B47/12 | E21B47/06,US
E21B47/06 | G01V9/00 | E21B47/12,US
E21B43/26 | E21B43/24 | E21B43/16 | E21B7/15 | E21B33/124 | E21B43/00,US
E21B43/26 | E21B43/16 | E21B43/24 | E21B43/00 | E21B33/124 | E21B7/15,US
C22B1/245 | C21C5/52,-
C12Q1/64 | G01N33/92 | G01N33/68 | C12Q1/68,US
E21B49/08 | E21B47/003 | E21B7/04 | G01V3/34 | G06N20/00,US
E21B49/08 | E21B47/003 | G01V3/34 | G06N20/00 | E21B7/04 | E21B43/00 | G06Q10/04 | G06Q10/0639 | G06Q50/02 | G06F17/18,US
C09K8/467 | E21B33/14 | C04B14/04 | C04B28/04 | C04B14/38,-
E21B33/14 | C09K8/467 | C04B28/02 | C04B28/04 | C04B40/00 | C04B14/04 | C04B14/38 | C04B103/00 | C04B103/40 | C04B111/00,-
B01D63/06 | B01D29/52,FR
C07C29/151 | C01B3/38 | B01D3/14 | B01D53/047 | B01D53/22 | B01D53/00 | B01D53/14 | B01D53/26,US
C07C29/151 | C01B3/38 | C07C29/80,US
E21B43/38 | E21B43/40 | E21B21/00 | E21B41/00 | E21B43/00 | E21B7/06,US | US | US | US
E21B43/38 | E21B43/40 | E21B21/00 | E21B43/34 | E21B41/00 | E21B43/00 | E21B,US | US | US | US
E21B21/00 | E21B41/00 | E21B43/00 | E21B43/38 | E21B43/40,US | US | US | US
E21B43/00 | E21B43/34 | E21B43/38 | E21B21/00 | E21B43/40 | E21B41/00 | E21B43/16 | E21B7/06,US | US | US | US
G01R33/44 | G01V3/14 | G01R33/28,-
G01R33/44 | G01V3/14 | G01R33/28 | G01N24/08 | G01V3/32 | G01R33/30 | G01N33/28 | G01N3/10,-
B01J29/068 | B01J29/44 | B01J35/00 | C07C29/52 | C07C51/10,US
C01B3/38 | C07C27/06 | C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08 | C10K3/02,US
C07C51/09 | C01B3/02 | C01B3/38 | C07C41/01 | C07C53/08 | C07C27/06 | C07C41/09 | C07C51/12 | C10K3/02,US
C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08 | C10K3/02 | C01B3/38 | C07C27/06,US
C01B3/38 | C07C27/06 | C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08 | C10K3/02,US
C08F2/00 | C01B32/942 | C10J3/00 | C08F14/06 | C07C17/25 | C07C17/08 | C08F114/06 | C08F259/04 | B01J19/18 | C10H15/00,CN
C08F259/04 | C01B32/942,CN
C07C29/151 | C01B3/38 | C07C5/333 | B01D53/047 | B01D53/22,US
B01D53/14,-
E21B43/25,US
B01D53/96 | B01D53/14,-
E21B43/30,US
E21B33/138 | C09K8/516 | C09K8/524 | E21B37/00 | E21B21/00 | C09K8/52,US
C10G2/00 | C01B3/38 | C01B3/36,-
C02F9/00 | E21B43/40 | E21B43/24,IN | US
C08L67/04 | C09K8/68 | C08J3/00 | C08J3/12 | E21B43/267,EP
C10G9/26 | B01J19/24 | B01J8/04,US | US
C07C5/327 | C01B3/22 | B01F5/06,EP | US
C10G9/26 | C10G9/00 | B01J6/00,US
C10G9/26 | C10G9/20,EP | US | US
C10G9/26 | B01J6/00 | C10G9/00,US
C10G9/26 | C10G9/20,EP | US | US
C10G9/26 | C10G9/00 | B01J19/24 | B01J8/04 | B01J8/06,US | US
G01V1/28 | G06T17/05 | G01V1/34 | G06F19/00 | G06T15/00,US | US
G01V1/28 | G01V1/34 | G06T17/05 | G06T15/00 | G06F19/00,US | US
-,US | US
G06F19/00 | G06T17/05 | G01V1/28 | G06T15/00 | G01V1/34,US | US
C10G53/00,US
C10B47/40 | C10B53/06 | C10G1/00 | F27B3/04 | F27B3/10,US
C21B5/00 | C21B7/16 | F27B1/16 | F27D3/16 | F27D3/18,JP
C21B5/00,JP
C21B5/00 | C21B7/16 | F27B1/16 | F27D3/16 | F27D3/18,JP
C21B5/00,JP
B29C48/25 | B29C48/09 | B29C48/885,US
E21B43/26 | E21B43/30,US | US | US
C10G29/04 | C10G29/10 | C10G29/20 | C10C3/02,US
C10G29/04 | C10C3/02 | C10G29/10 | C10G29/20,US
C10G29/04 | C10G29/10 | C10G29/20 | C10C3/02 | C25C1/22,US
C10G29/04 | C10G29/10 | C10G29/20 | C10C3/02 | C25C1/22,US
E21B43/26 | E21B43/30,US | US | US
C10G29/04 | C10G29/10 | C10G29/20 | C10C3/02,US
E21B43/30 | E21B43/26,US | US | US
E21B43/26,US | US | US
E21B43/26 | E21B43/30,US | US | US
C21B5/00 | C21B7/00 | C21B7/16,JP | JP
E21B43/30,US | US | US
E21B43/26 | E21B43/30,US | US | US
C21B5/00 | C21B7/00 | C21B7/16,JP | JP
C21B5/00 | C21B7/00 | C21B7/16,JP | JP
B01D53/18 | B01D53/52,US
E21B43/24,RU
C01B3/02 | C01B3/32 | C01B3/34 | C10L3/00 | C01B3/00 | B01J8/00 | B01J8/08 | B01J19/18 | C01B3/22 | C01B3/26 | C01B3/28,US | US
C01B3/00 | C01B3/02 | C01B3/22 | C01B3/26 | C01B3/28 | C01B3/32 | B01J8/00 | B01J8/08 | B01J19/18 | C01B3/34 | B01J8/12 | C10J3/57,US | US
C01B3/00 | C01B3/02 | C01B3/22 | C01B3/26 | C01B3/28 | C01B3/32 | B01J8/00 | B01J8/08 | B01J19/18 | C01B3/34 | B01J8/12 | C10J3/57,US | US
C01B3/00 | C01B3/02 | C01B3/22 | C01B3/26 | C01B3/28 | C01B3/32 | B01J8/00 | B01J8/08 | B01J19/18,US | US
C01B3/02 | C01B3/24 | C01B3/28 | C01F7/02 | C01G23/04 | C01G49/02 | C10L3/10,US | US
C01B3/02 | C01B3/24 | C01B3/28 | C01G23/04 | C01G49/02 | C10L3/00 | C01B3/32 | C01B3/34,US | US
C01B3/34 | B01J8/12 | C10J3/57,US | US
C02F1/44 | B01D61/36 | B01D63/02 | B01D63/06 | B01D63/08 | B01D69/12 | B01D71/32 | B01D71/34 | B01D71/36,JP
C30B29/58 | B01D53/02 | B01D53/14 | B01D53/62 | C08J9/00 | C08G79/00 | C01B32/50,US
C30B29/58 | B01D53/02 | B01D53/14 | B01D53/62 | C08G79/00 | C08J9/00 | C01B32/50,US
B01D53/62 | B01D53/02 | B01D53/14 | C30B29/58 | C01B32/50 | C08G79/00 | C08J9/00,US
C30B29/58 | B01D53/02 | B01D53/14 | B01D53/62 | C08J9/00 | C08G79/00 | B01J20/22 | C01B32/50 | C07F3/06,US
C30B29/58 | B01D53/02 | B01D53/14 | B01D53/62 | C08J9/00 | C08G79/00 | B01J20/22 | C01B32/50 | C07F3/06,US
C30B29/58 | B01D53/02 | B01D53/14 | B01D53/62 | C08G79/00 | C08J9/00 | C01B32/50,US
B01J20/22 | B01D53/02 | C07F3/06 | B01D53/14 | B01D53/62 | C08J9/00 | C08G79/00 | C30B29/58 | C01B32/50,US
B01D53/62 | B01D53/02 | B01D53/14 | C30B29/58 | C01B32/50,US
B01D53/64 | B01D53/81 | C10L3/10 | B01D53/26,FR
C01B3/38 | C07C4/04 | C07C29/151 | B01J19/24 | B01J19/00,US
B01D53/64 | B01D53/26 | C10L3/10 | B01D53/34 | B01J20/02 | B01J20/32 | B01J20/06 | B01D53/81,FR
C07C5/327 | C07C4/02 | C07C11/04 | C07C11/24 | C07C29/154 | C07C31/04 | C01B32/40,US
C07C6/04 | C07C2/26 | C10J3/82 | C07C29/151 | C01B3/34 | C07C1/24 | C07C41/09,DE
G06F17/50 | G06F17/10,US
C07C6/04 | C07C2/26 | C10J3/82 | C07C1/24 | C01B3/34 | C07C1/20 | C07C29/151 | C07C41/09,DE
G06G7/48 | G06F17/50 | E21B43/00 | G06F17/10,US
C09K8/62 | E21B43/267 | C09K8/80 | E21B43/26,US
E21B43/26 | E21B43/267 | C09K8/80 | C09K8/62,US
C07C5/333,CN | CN
C07C5/32 | C07C5/333 | C07C5/327 | C07C11/02,CN | CN
C07C29/151 | C01B3/38,US
C07C29/151 | C01B3/38,US
E21B43/24 | E21B43/00 | E21B43/26 | E21B43/30,US
E21B43/24 | E21B7/04 | E21B43/12 | E21B43/26,US
C10G17/00 | C10G29/04 | C10G50/00 | C25C1/22,US
C10G29/04 | C10G75/02,US | US
F25J1/00 | C10L3/10 | C07C9/04 | F17C7/02,US
E21B43/24 | E21B36/00,US
E21B43/24 | E21B36/00 | E21B33/12,US
F23C10/04 | F23C13/08 | F23C99/00,US
F23C10/04 | F23C13/08 | F23C99/00,US
F23C10/04,US
F23C10/04 | F23C13/08 | F23C99/00,US
F23C10/04 | F23C13/08 | F23C99/00,US
C01B3/38,DK
C21B5/00 | C21B7/00 | C21B7/16,JP | JP
C21B5/00 | C21B7/00 | C21B7/16,JP | JP
E21B43/24,RU
C01B3/38,DK
C21B5/00 | C21B7/00 | C21B7/16,JP | JP
C01B3/38,DK
C01B3/38,DK
C01B,DK
C01B,DK
F02D19/06,KR
B01D63/06 | B01D71/02 | B01D69/02,FR
C01B3/38 | C01B3/50 | C01B3/48,US
C10G70/04 | C10G31/06 | C10G25/00 | C01G49/02 | B01D53/48 | B01J20/02 | B01J20/30 | C07C7/148,BR
B01D53/48 | B01J20/02 | B01J20/30 | C01G49/02 | C07C7/148 | C10G25/00 | C10G70/04 | C10G49/02 | C10G31/06 | B01D53/64,BR
C09K8/04,CN
C09K8/60 | C09K8/524 | C09K8/86,US | US | US | US | US
C09K8/60 | C09K8/524 | C09K8/86,US | US | US | US | US
C09K8/60 | C09K8/86 | C09K8/524 | C09K8/26 | C09K8/82,US | US | US | US | US
C09K8/60 | C09K8/86 | C09K8/524,US | US | US | US | US
C07C5/333 | C07C2/56,-
E21B49/08,FR
G01N1/10 | E21B49/08,FR
E21B49/08,FR
E21B49/08 | G01N1/10,FR
C07C5/333 | C10G11/00 | C07C2/56 | C07C2/58 | C07C7/04,-
C07D305/12 | C10G2/00 | C01B3/50 | C07D307/60,WO | US
E21B49/00 | E21B21/06 | E21B7/04 | G01V5/08,CN
E21B49/06 | E21B49/00 | E21B7/04 | E21B21/06 | G01V5/08,CN
C07D307/60 | C07D305/12 | C01B3/50 | C10G2/00,US
B01D53/64 | B01D53/34 | C10L3/10 | B01D53/00,FR
B01D53/64 | B01J20/06 | B01J20/30 | B01D53/34 | C10L3/10 | B01J20/32 | B01D53/00,FR
F25J3/02 | C01B32/50 | C01B21/04 | C01B3/50,US
C10G55/04 | C10G31/06 | C10G25/11 | C10G9/00 | C10G53/08,CN | CN
C01B3/38 | B01J19/24 | C07C51/10 | C07C41/01 | C07C45/50 | C07C27/20,US
C10G55/04 | C10G31/06 | C10G53/08 | C10G9/00 | C10G25/11 | C07C7/11 | C07C2/84,CN | CN
E21B43/26 | C09K8/80 | E21B43/267 | C09K8/70,US
E21B43/16 | E21B43/24 | E21B43/26,-
E21B43/267 | E21B43/26,CA
E21B43/267,CA
E21B43/267 | E21B,CA
C09K8/64 | C09K8/70 | E21B43/267 | E21B43/26,CA
C09K8/64 | C09K8/70 | E21B43/26 | E21B43/267,CA
E21B43/267,CA
E21B43/267,CA
E21B43/267,CA
E21B43/267,CA
E21B43/267 | E21B,CA
E21B43/267,CA
-,-
C10J3/00 | C10B5/00 | C10B7/00 | F27B9/00,-
E21B43/24 | H05B6/10,DE
E21B19/00 | E21B19/22 | E21B41/00,US
E21B19/00 | E21B19/22 | E21B41/00,US
B29C64/141 | B29C64/20 | B29C64/10,US
E21B43/26 | E21B47/085 | E21B47/00 | G01V3/24 | G01V3/30,US
G01V1/50,-
G01V1/00 | G01V1/50,-
C12Q1/64 | G06F19/10 | C12Q1/68 | G01N33/18 | G01N33/28 | C12P19/34,US
C12Q1/68 | C12P19/34,US
C12Q1/68 | C12P19/34,US
C12Q1/68 | C12P19/34 | C12Q1/64 | G01N33/68 | G01N33/92 | G01V9/00,US
C12Q1/68 | C12P19/34 | C12Q1/64 | G01N33/68 | G01N33/92 | G01V9/00,US
C12Q1/64 | G01N33/18 | G01N33/28 | G06F19/10 | C12Q1/68,US
C12Q1/68 | C12P19/34,US
E21B49/00 | E21B43/26 | E21B43/16 | E21B44/00 | G01V1/44,US
E21B49/00 | E21B43/16 | E21B43/26 | E21B44/00 | G01V1/44,US
E21B43/16 | E21B43/26 | E21B44/00 | E21B49/00 | G01V1/44,US
E21B49/00 | E21B43/26 | E21B43/16 | E21B44/00 | G01V1/44,US
E21B49/00 | E21B43/26 | E21B43/16 | E21B44/00 | G01V1/44,US
-,WO
C09K8/42 | E21B33/13,-
C09K8/467 | C04B28/02,-
C09K8/467 | E21B33/13 | E21B33/14,-
C09K8/42 | E21B33/13,-
C09K8/42 | E21B33/13,-
C01B3/38,US
C09K8/467 | C04B28/02,-
B01J8/06 | B01J19/12 | B01J21/10 | B01J35/00,IT
C07C29/151 | C07C31/04 | C01B3/38,US
C07C29/151 | C01B3/38 | C07C31/04,US
C07C29/151 | C01B3/38 | C07C31/04,US
C07C29/151 | C07C31/04 | C01B3/38,US
C07C29/151 | C07C31/04 | C01B3/38,US
C07C29/80 | C07C31/04 | C01B3/38,US
C07C29/151 | C01B3/34 | C01B3/38 | C07C29/74 | C07C29/80 | C07C31/04,US
C07C29/80 | C01B3/38 | C07C31/04,US
C07C29/80 | C07C31/04 | C01B3/38,US
C07C29/80 | C07C31/04 | C01B3/38,US
C07C29/151 | C07C31/04,US
G01N24/08 | G01N3/10,US
G01N24/08 | G01N3/10,US
G01N24/08 | G01N3/10,US
G01R33/30 | G01N24/08 | G01N3/10 | G01V3/32 | G01N33/28,US
G01N24/08 | G01N3/10,US
B01J20/02 | B01D53/46 | B01D53/64 | B01J8/00 | C02F1/28,US
B01D53/48 | B01D53/52 | B01D53/78 | B01D53/80 | B01D53/96 | C10L3/10,CA
C08G18/38 | C08G18/12 | C08G77/14 | C08G18/28 | C08G18/36 | C08G18/40 | C08G18/42 | C08G18/48 | C08G18/58 | C08G18/66 | C08G18/76 | C08G18/83 | C08G77/26 | C08G101/00 | C08L83/08 | C09J175/04,CN
B01D53/48 | B01D53/52 | B01D53/78 | B01D53/80 | B01D53/96 | C10L3/10,CA
C08G18/38 | C08G18/12 | C08G77/14,CN
C08G18/38 | C08G18/12 | C08G77/14,CN
B01D53/48 | B01D53/14,-
C08G18/38 | C08G18/12 | C08G77/14 | C08G18/28 | C08G18/36 | C08G18/40 | C08G18/42 | C08G18/48 | C08G18/58 | C08G18/66 | C08G18/76 | C08G18/83 | C08G77/26 | C08G101/00 | C08L83/08 | C09J175/04,CN
B01D53/48 | B01D53/52 | B01D53/78 | B01D53/80 | B01D53/96 | C10L3/10,CA
B01D53/48 | B01D53/52 | B01D53/78 | B01D53/80 | B01D53/96 | C10L3/10,CA
C07C2/00 | B01J29/42,US
C08G18/38 | C08G18/12 | C08G77/14,CN
B01D53/48 | B01D53/52 | B01D53/78 | B01D53/80 | B01D53/96 | C10L3/10,CA
C01B3/38 | C01B3/50 | C10G2/00 | C10G70/04,US
C01B3/38 | C01B3/50 | C10G2/00 | C10G70/04,US
C01B3/38 | C01B3/50 | C10G2/00 | C10G70/04,US
C01B3/38 | C01B3/50 | C10G2/00 | C10G70/04,US
C01B3/38 | C01B3/50 | C10G2/00 | C10G70/04,US
C01B3/38,US
C02F9/00 | C02F1/44 | C02F1/463 | C02F1/58 | E21B43/20,IN | US
C02F9/00 | C02F1/44 | C02F1/463 | C02F1/58 | E21B43/20,IN | US
C02F1/44 | C02F1/463 | C02F1/58 | E21B43/20 | C02F9/00,US | IN
C02F9/00 | C02F1/463 | E21B43/20 | C02F1/44 | C02F1/58,US | IN
C08K3/014 | B32B27/18 | C08J3/22 | C08K3/04 | C08L23/06 | C08L23/12 | C08L27/06 | C08L55/02 | E02D31/00,US
C10G9/26 | B01J8/04 | B01J19/24 | C10G9/00,US | US
C10G9/26,US | EP | US
C10G9/26 | C10G9/00 | C10G9/16 | C07C5/327 | C07C5/32 | C07C11/02 | B01J8/04 | B01J19/24 | B01F5/06 | B01J19/02 | C07C11/24,EP | US
C10G9/26 | C10G9/00,US
C10L3/08 | C10L3/10,GB
C10L3/08 | C10L3/10,GB
C10L3/10 | C10L3/08,GB
-,US | US
G01N21/35 | G01N21/3504 | G01N21/3577 | G01V8/02,US | US
G01N21/3563 | G01N21/47 | G01N21/35 | G01N21/3504 | G01N21/3577 | G01V8/02,US | US
G01N21/25 | G01V5/12,US | US
B01D53/26 | B01D53/34 | B01D53/64 | C10L3/10,FR
B01D53/26 | B01D53/34 | B01D53/64 | C10L3/10,FR
B01D53/02 | B01J20/22 | B01D53/04,EP
C07C7/00 | C07C7/11 | C01B3/38 | C10G11/00,US
C07C7/00 | C01B3/38 | C07C7/11 | C10G11/00,US
C07C7/00 | C01B3/38 | C07C7/11 | C10G11/00,US
C09K8/516 | C09K8/52,US
C07C7/00 | C07C7/11 | C01B3/38 | C10G11/00,US
C07C7/00 | C07C7/11 | C01B3/38 | C10G11/00,US
C07C1/20 | C07C6/04,DE
C07C1/20 | C07C6/04,DE
C07C1/20 | C07C6/04,DE
C07C1/20 | C07C6/04,DE
E21B43/12 | E21B17/20 | F16L11/14,US | US
E21B43/12 | E21B17/20 | F16L11/14,US | US
E21B43/16 | E21B43/22,US
C22B1/244 | C22B1/245 | C21C5/52,GB
C22B1/244 | C21C5/52 | C22B1/245,GB
C22B1/244 | C21C5/52 | C22B1/245,GB
C22B1/244 | C22B1/245 | C21C5/52,GB
C01B3/38 | C01B3/50 | C07C29/151,US
C07C29/80 | C07C31/04 | C01B3/38,US
C22B1/244 | C21C5/52 | C22B1/245,GB
E21B36/00 | E21B43/26,-
C10L3/10 | C10G70/06 | C07C7/11 | B01D3/40 | B01D53/14,GB
C01B3/38 | C07C29/151,US
C01B3/38 | C07C29/151,US
C01B3/38 | C07C29/151,US
C01B3/38 | C07C29/151,US
E21B43/24,US
C10G29/04 | C10L1/04 | C07C1/32 | B01J23/755,US
C10G19/02 | B01J23/755 | C07C1/32 | C10G75/00 | C10G29/04 | C10G32/02 | C10G75/02,US
C10G19/02 | B01J23/755 | C07C1/32,US
E21B43/24 | E21B43/30 | C10G21/00,US | US
E21B43/24 | E21B43/30 | C10G21/00,US | US
C07C29/76 | C07C2/76 | C07C31/04 | C01B3/38,US
C01B3/38 | C01B3/48 | C01B3/50 | C07C29/151,US
C07C29/152 | C07C31/04,EP
C01B3/38 | C01B3/48 | C01B3/50 | C07C29/151,US
C01B3/38 | C01B3/48 | C01B3/50 | C07C29/151,US
C01B3/38 | C01B3/48 | C01B3/50 | C07C29/151,US
C07C29/152 | C07C31/04,EP
C07C29/151 | C07C31/04,US
C10G1/02,BR
B01D53/64 | B01J20/02 | B01J20/06,US
B01D53/64 | B01J20/02 | B01J20/06,US
B01D53/64 | B01J20/02 | B01J20/06,US
B01D53/64 | B01J20/02 | B01J20/06,US
A01N25/22 | A01N37/16 | A01N59/00 | C02F1/72 | C11D3/39 | C02F103/00,US | US | US
B01J20/02 | B01D53/46 | B01D53/64 | B01J8/00 | C02F1/28,US
B01J20/02 | B01D53/46 | B01D53/64 | B01J8/00 | C02F1/28,US
B01J20/02 | B01D53/46 | B01D53/64 | B01J8/00 | C02F1/28,US
B01J20/02 | B01D53/46 | B01D53/64 | B01J8/00 | C02F1/28,US
B01J20/02,US
B01J20/02,US
C10G2/00 | C10L1/00,US | US | US | US | US
B01D53/34 | B01D53/64 | C10L3/10,FR
B01D53/34 | B01D53/64 | C10L3/10,FR
B01D53/00 | C01B32/50 | F25J3/00,US
C01B3/38 | C10K3/02 | C07C27/06 | C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08,US
C01B3/38 | C07C27/06 | C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08 | C10K3/02,US
C01B3/38 | C07C27/06 | C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08 | C10K3/02,US
C01B3/38 | C10K3/02 | C07C27/06 | C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08,US
E21B43/16 | E21B43/22 | E21B43/26 | C09K8/58 | C09K8/60,US
G01N25/00,CN
G01N25/00,CN
G01N33/24 | G01N15/08,CN
G01N,CN
G01N,CN
C10J3/00,TR
E21B36/04 | E21B43/24 | H01B7/30,DE
E21B36/04 | E21B43/24 | H01B7/30,DE
G01N15/08 | G01N7/04,IN
G06G7/48 | E21B49/00 | E21B43/26,US
C10G1/00 | C10B1/00 | C10B1/04 | C10G1/02,-
E21B49/00,US
B01J20/22 | B01J20/30 | B01J20/34 | B01D53/02,US | US
C02F1/44 | C02F1/52 | B01D61/00 | B01D9/00,EP
C07C2/80 | H01M8/12 | H01M8/04089 | H01M8/0662 | H01M8/0637,EP
C07C2/80 | H01M8/0637 | H01M8/0662 | H01M8/04089 | H01M8/12,EP | WO
C07C2/80 | H01M8/0606 | H01M8/0612 | H01M8/0637 | H01M8/0662 | H01M8/04089 | C01B3/38 | H01M8/12 | H01M8/124,EP
E21B47/09 | E21B28/00,-
E21B43/243 | E21B43/16 | E21B43/24,-
C02F9/00 | C02F1/06 | C02F1/16 | C02F1/26,EP
F17C11/00 | B01J20/22 | B01J20/28,US
F17C1/00 | B01J20/30 | B01J20/28 | B01J20/22 | F17C11/00 | F17C5/00,US
G01N21/59 | G01N33/28 | G01N15/02,-
C10G29/04 | C10G1/02 | C10G1/00 | C25C1/02 | C25B1/00,US | US | US
C02F1/22 | B01D9/00 | C02F1/26,EP
G01N21/59 | G01N15/02 | G01N21/27 | G01N15/06 | G01N33/28 | G01N1/40 | G01N15/00,-
C07C2/76 | C04B35/56 | C04B35/58 | C10G11/00 | C10G35/02 | B01J19/02 | B01J19/24,US
